nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0002981,Fredrik Agetoft,1971,\N,writer script_department producer,tt0185112 tt4473482 tt1245088 tt0907683
nm0002982,Victoria Arch,\N,\N,writer director producer,tt0361912 tt3744264 tt0338096 tt0426406
nm0002983,Stephen Peters,1947,\N,writer actor,tt0091724 tt0114973 tt0120890 tt0099606
nm0002984,Richard Hissong,1947,\N,cinematographer camera_department executive,tt0131675 tt0346222 tt0075584 tt0108778
nm0002985,Mari Weiss,\N,\N,actress script_department sound_department,tt0804503 tt1586680 tt3205802 tt0321777
nm0002986,Howard Young,\N,\N,producer miscellaneous production_manager,tt0120179 tt2097307 tt13405778 tt0317919
nm0002987,Bram Eisenthal,\N,\N,miscellaneous,tt0120662 tt0184858 tt0114367 tt0127640
nm0002988,Mark Lambert Bristol,1969,\N,art_department director writer,tt9201172 tt4912910 tt9603212
nm0002989,Andrew Stevens,1955,\N,actor producer director,tt0237572 tt0144117 tt0190138 tt0233142
nm0002990,Dianah Wynter,\N,\N,director miscellaneous actress,tt0200353 tt1267434 tt0248655 tt0208228
nm0002991,Jill Robertson,\N,\N,director producer miscellaneous,tt0117951 tt13430420 tt4122068 tt5761478
nm0002992,Jeff Economy,1965,\N,camera_department producer cinematographer,tt0381938 tt0180459 tt0180387 tt0180699
nm0002993,Aleksandr Lokshin,1920,1987,composer actor,tt0352246 tt0167420 tt0049191 tt0146363
nm0002994,Kevin McCarthy,1914,2010,actor soundtrack,tt0077745 tt0098546 tt0049366 tt0093260
nm0002995,Dwayne Grady,\N,\N,art_department miscellaneous,tt0212346 tt0780571 tt0120201 tt0387808
nm0002996,Shawn K. Clement,1968,\N,composer music_department soundtrack,tt0118276 tt2847178 tt0312305 tt1326218
nm0002997,Greg Orrante,1962,\N,sound_department producer,tt0170884 tt0103488 tt0460649 tt0318443
nm0002998,Kenneth Hughes,\N,\N,actor producer director,tt1744671 tt1022603 tt0104070 tt0399201
nm0002999,Richard S. Wright,\N,\N,producer production_manager assistant_director,tt1189340 tt6850820 tt1655441 tt3717252
nm0003000,Alon Bar,1966,\N,writer producer assistant_director,tt0218190 tt0219467 tt0221184 tt1951234
nm0003001,Shelly Lyons,\N,\N,actress director writer,tt5627626 tt0123615 tt3923098 tt0218058
nm0003002,Sergei Karnet,\N,\N,production_designer art_department set_decorator,tt0094371 tt0218306 tt0102851 tt0134185
nm0003003,Ron Gilbert,\N,\N,actor producer casting_department,tt0068646 tt7203552 tt0114814 tt0173974
nm0003004,Charlene Amateau,\N,\N,costume_department,tt0790724 tt2473602 tt0325710 tt0122151
nm0003005,Gary Lionelli,\N,\N,composer music_department soundtrack,tt3279124 tt1578887 tt11893274 tt5275892
nm0003006,Anita Finlay,1958,\N,actress,tt1219024 tt0274924 tt0402711 tt0218390
nm0003007,Velimir Kovacic,1972,\N,cinematographer,tt0196745 tt0218114 tt0269144 tt0221250
nm0003008,Liz Kivowitz,\N,\N,producer miscellaneous,tt0307848 tt0218447 tt0214490 tt0231043
nm0003009,Keith Clark,\N,\N,producer editorial_department editor,tt13540650 tt5867314 tt15677070 tt12198950
nm0003010,Gary Tuck,\N,\N,producer production_manager miscellaneous,tt7243884 tt7366338 tt4163668
nm0003011,Dariusz Wolski,1956,\N,cinematographer camera_department assistant_director,tt3659388 tt0112740 tt13287846 tt6878306
nm0003012,Michael Creighton Rogers,1963,\N,music_department producer actor,tt0438486 tt4994716 tt0892082 tt1856107
nm0003013,Jay Nierenberg,1966,\N,sound_department actor editorial_department,tt0232500 tt0105690 tt0106977 tt0109444
nm0003014,Peter Agnew,1960,\N,assistant_director location_management camera_department,tt0112573 tt0107207 tt2234003 tt0327679
nm0003015,Shannon Denton,\N,\N,art_department producer writer,tt1911637 tt3513500 tt1001484 tt0268397
nm0003016,John Gilbert,\N,\N,editor producer writer,tt6306064 tt2119532 tt0412080 tt0120737
nm0003017,Lori Elberg,1975,\N,editorial_department editor director,tt0131597 tt0482960 tt2791166 tt16302576
nm0003018,Barbara Haberecht,\N,\N,set_decorator art_department production_designer,tt2467046 tt0137363 tt0100502 tt0166924
nm0003020,Kathleen Higgins,\N,\N,miscellaneous script_department assistant_director,tt0150377 tt3829266 tt1663202 tt1431045
nm0003021,Chris McKay,1973,\N,director producer editor,tt9777666 tt1490017 tt11358390 tt4116284
nm0003022,Lee Rose,\N,\N,director producer writer,tt5171438 tt0844441 tt9012876 tt3609352
nm0003023,Jesse Ray Boehm,\N,\N,miscellaneous writer director,tt0196573 tt0146675 tt0160184 tt0186566
nm0003024,Roberto Cimatti,1954,\N,cinematographer camera_department producer,tt1351672 tt1951299 tt0483206 tt1176439
nm0003025,Michael Halstead,\N,\N,actor,tt0119608 tt0182306
nm0003026,Steven Griffith,\N,\N,actor,tt0407095 tt0094484 tt0109830 tt0107889
nm0003027,Néstor Sanz,1957,\N,cinematographer actor director,tt0204055 tt0106382 tt0245067 tt0091215
nm0003028,Rodrigo Botero,\N,\N,actor producer writer,tt18328514 tt0096542 tt0139669 tt0113041
nm0003029,Isabelle Broué,1968,\N,director script_department writer,tt0378898 tt0212058 tt0212444 tt5285048
nm0003030,Rosa Maria Sardà,1941,2020,actress writer soundtrack,tt1067128 tt0277578 tt0185125 tt0158030
nm0003031,Caroline Thompson,1956,\N,writer producer director,tt0970411 tt0107688 tt0099487 tt0101272
nm0003032,Bob Ducsay,\N,\N,editor producer sound_department,tt1276104 tt8946378 tt11564570 tt2527336
nm0003033,Aaron Weintraub,1975,\N,visual_effects editor sound_department,tt1488589 tt1663662 tt2023587 tt0377713
nm0003034,John Stewart,\N,\N,cinematographer editor director,tt0173874 tt0173746 tt0218824 tt0173693
nm0003035,Frank Morrone,\N,\N,sound_department music_department producer,tt0092329 tt0411008 tt0162661 tt1839578
nm0003036,Dave Fallon,\N,\N,sound_department,tt0294175 tt0166458 tt3585778 tt0363314
nm0003037,Egidio Tari,1968,\N,actor,tt0233052 tt1694893 tt3148266 tt0963194
nm0003038,Daniel E. Teaze,\N,\N,camera_department visual_effects,tt0119925 tt0120647 tt0116629 tt0119654
nm0003039,Alan Ari Lazar,\N,\N,music_department composer soundtrack,tt0802948 tt14151720 tt8510488 tt11199410
nm0003040,Rick Sander,1970,\N,visual_effects assistant_director miscellaneous,tt2168000 tt1837576 tt5765844 tt5057054
nm0003041,John Johns,1963,\N,camera_department visual_effects miscellaneous,tt0183523 tt0882977 tt0430357 tt0390022
nm0003042,Karl Heinz Knippenberg,\N,\N,production_manager producer writer,tt0071460 tt0103432 tt0806910 tt0091917
nm0003043,Alexander Gradet,1976,\N,producer writer director,tt0206388 tt0461770 tt0268380 tt4669538
nm0003044,Michael Jordan,1963,\N,actor soundtrack executive,tt0117705 tt30817591 tt0317313 tt0124718
nm0003045,Brian Ash,1974,\N,producer writer miscellaneous,tt0233142 tt0169986 tt0810912 tt9619846
nm0003046,Andrew Parke,\N,\N,camera_department cinematographer actor,tt0120685 tt0267804 tt0826756 tt0116629
nm0003047,Marc Simard,\N,\N,art_department camera_department production_manager,tt0128648 tt0168631 tt0368794 tt0282552
nm0003048,Suze Randall,1946,\N,director producer actress,tt0087726 tt0125315 tt0128631 tt0189126
nm0003049,Peter Thomas,1925,2020,composer music_department soundtrack,tt0067824 tt0053829 tt0057035 tt0270288
nm0003050,Gerhard Schedel,1955,\N,composer visual_effects art_department,tt0215824 tt0314226 tt0094684 tt0329502
nm0003051,Richard E. Doherty,1965,\N,director actor sound_department,tt0331577 tt0219191 tt6641598 tt0187747
nm0003052,Filippo Fassetta,\N,\N,assistant_director miscellaneous script_department,tt1161864 tt2395427 tt0134119 tt0875034
nm0003053,Beauchamp Fontaine,1965,\N,set_decorator production_designer art_department,tt1386697 tt9777666 tt1663202 tt12361974
nm0003054,Ben Howard,\N,\N,assistant_director actor miscellaneous,tt8847712 tt12299608 tt6166392 tt2278388
nm0003055,Sherard Jayasuriya,1966,\N,assistant_director art_department actor,tt11559608 tt0114846 tt0112495 tt0120804
nm0003056,Stacey Kalkowski,\N,\N,assistant_director miscellaneous,tt0167145 tt0197072 tt0139442 tt1083456
nm0003057,Keith Putnam,1978,\N,camera_department cinematographer editor,tt6692994 tt3501074 tt1800741 tt1615147
nm0003058,Elizabeth Shelton,\N,\N,costume_department costume_designer,tt0368891 tt0480249 tt4154756 tt10366206
nm0003059,Joe Zimmerman,1963,\N,miscellaneous actor stunts,tt0109254 tt0107290 tt0211323 tt0800038
nm0003060,Mason Alan Dinehart,1936,\N,actor,tt0051740 tt0230702 tt0050229 tt0047750
nm0003061,Alan Dinehart,1918,1992,actor miscellaneous producer,tt0042070 tt0076983 tt0057730 tt0045400
nm0003062,Alan Dinehart,1889,1944,actor miscellaneous,tt0025330 tt0026920 tt0024631 tt0027387
nm0003063,David Tarleton,1971,\N,producer director editor,tt16058160 tt21202100 tt13524686 tt10502690
nm0003064,Lew Brown,1925,2014,actor,tt0064177 tt0058796 tt0065112 tt0065377
nm0003065,Steven T Puri,\N,\N,visual_effects miscellaneous producer,tt0116629 tt0106697 tt0111143 tt0114369
nm0003066,Gregg Vance,\N,\N,actor producer director,tt5363178 tt0112112 tt1260911 tt5866856
nm0003067,Sebastian Roché,\N,\N,actor director writer,tt18335752 tt3655448 tt8415836 tt1740299
nm0003068,Ron Rapiel,\N,\N,assistant_director producer miscellaneous,tt16358384 tt1856010 tt1759761 tt13659418
nm0003069,James DuMont,1965,\N,actor producer script_department,tt0111257 tt0369610 tt1860357 tt0257076
nm0003070,Michael R. Joyce,\N,\N,producer production_manager assistant_director,tt0314979 tt0089370 tt0105217 tt0110678
nm0003071,John Michael Weatherly,1980,\N,actor,tt0210945 tt0968264 tt2647544 tt4781612
nm0003072,Byron A. Martin,\N,\N,producer production_manager location_management,tt0418819 tt0296572 tt1220634 tt0120903
nm0003073,Arno,1949,2022,soundtrack composer actor,tt0953318 tt0812243 tt0214520 tt3456414
nm0003074,Brian McNulty,\N,\N,producer miscellaneous production_manager,tt0107206 tt0114069 tt0118571 tt0177971
nm0003075,Casey Brown,1956,\N,producer miscellaneous actress,tt1648208 tt0087781 tt0185014 tt1458175
nm0003076,Peter Weyrauch,\N,\N,camera_department cinematographer producer,tt0303758 tt0113659 tt0181447 tt0219531
nm0003077,Jess Bowers,\N,\N,music_department editor,tt0400801 tt0419326 tt0192551
nm0003078,Roger Cross,\N,\N,actor producer soundtrack,tt8593252 tt4159076 tt0951216 tt1954347
nm0003079,Laura J. DeRosa,\N,\N,art_department miscellaneous,tt0284490 tt0242423 tt0166924 tt0181852
nm0003080,Rachel Talalay,1958,\N,director producer miscellaneous,tt0101917 tt0099329 tt0114614 tt1475582
nm0003081,Doug Metzger,\N,\N,assistant_director producer stunts,tt0099348 tt5516154 tt0185014 tt0317740
nm0003082,Bailey Chase,1972,\N,actor,tt23647954 tt2975590 tt0830900 tt1836037
nm0003083,Richard Potter,\N,\N,producer production_manager writer,tt0114194 tt0117571 tt0119675 tt0120082
nm0003084,Gregor Narholz,1971,\N,soundtrack composer music_department,tt0221465 tt2343645 tt0345950 tt0362225
nm0003085,Alan Roberts,\N,2016,editor producer director,tt0226429 tt4746512 tt0147479 tt0076944
nm0003086,Kristen Couchot,\N,\N,costume_designer costume_department actress,tt0180093 tt0203536 tt0219756 tt0309986
nm0003087,Simon Downes,\N,\N,assistant_director miscellaneous animation_department,tt1509767 tt4154796 tt4154756 tt3480822
nm0003088,Chris Noonan,1952,\N,writer director producer,tt0482546 tt0140770 tt0112431 tt0081559
nm0003089,Carlos Ebert,1946,\N,cinematographer director camera_department,tt0409586 tt2289528 tt2915780 tt0145433
nm0003090,Graham Shirley,\N,\N,miscellaneous director producer,tt0219981 tt0220850 tt0219639 tt0220101
nm0003091,Molly Allen,\N,\N,producer location_management production_manager,tt2883512 tt6968614 tt0371746 tt0427309
nm0003092,Michael Gaspar,\N,\N,special_effects stunts miscellaneous,tt7638348 tt1355644 tt5034838 tt12361974
nm0003093,Stuart McDonald,1970,\N,sound_department music_department,tt1628033 tt8667748 tt1884390 tt0257548
nm0003094,Martin Faltýn,1957,\N,actor assistant_director director,tt0104643 tt0150550 tt0171585 tt0498353
nm0003095,Michael Yaroshevsky,1969,\N,director cinematographer producer,tt4128118 tt6969764 tt1322293 tt0330765
nm0003096,Jennifer Harris,1992,\N,actress,tt0211423 tt0220114 tt0377263
nm0003097,Jonathan Price,\N,\N,composer music_department soundtrack,tt0391198 tt0298814 tt0146336 tt0313542
nm0003098,Susanne Schiebler,1979,\N,editor visual_effects editorial_department,tt3543084 tt28662681 tt17067140 tt0119849
nm0003099,Jan Richter-Friis,\N,\N,cinematographer camera_department miscellaneous,tt0112453 tt1851040 tt2647544 tt1074206
nm0003100,Guy Bodart,\N,\N,director producer writer,tt0206555 tt0219641 tt3228450 tt0220139
nm0003101,Tom Brown,\N,\N,production_designer art_director art_department,tt1634106 tt0120815 tt1160419 tt1340800
nm0003102,Job ter Burg,\N,\N,editor editorial_department actor,tt1833116 tt3716530 tt1895315 tt11858890
nm0003103,Nicolas Debot,1973,\N,director producer actor,tt26627462 tt3708326 tt26627341 tt15290430
nm0003104,Fabian,1943,\N,actor soundtrack producer,tt0062365 tt0056197 tt0061014 tt0061075
nm0003105,Richard Gironi,1976,\N,assistant_director miscellaneous actor,tt0190374 tt0221928 tt0134033 tt0283027
nm0003106,Lin MacDonald,\N,\N,set_decorator art_department,tt0298814 tt0343818 tt1104001 tt1964418
nm0003107,Bethan Mowat,\N,\N,assistant_director executive,tt0945513 tt1411250 tt1877832 tt5834426
nm0003108,B. Scott O'Malley,1970,\N,script_department writer director,tt0118739 tt0382579 tt1033468
nm0003109,Edward Peghin,1966,\N,producer director writer,tt0118956 tt0150377 tt0406402 tt0220047
nm0003110,Cesar Romero,1907,1994,actor soundtrack,tt0054135 tt0031580 tt0047647 tt0060153
nm0003111,Isabelle Stamper,1969,\N,set_decorator art_department art_director,tt0246498 tt0315323 tt0183808 tt0163608
nm0003112,Roy Unger,\N,\N,camera_department cinematographer assistant_director,tt0259711 tt0120338 tt0114558 tt0164181
nm0003113,Derth Adams,\N,\N,camera_department cinematographer editorial_department,tt1697792 tt2930446 tt13117230 tt0437741
nm0003114,Emmy Smith,\N,\N,actress producer,tt0113097 tt0332286 tt0272950 tt0401448
nm0003115,Christine Lakin,1979,\N,actress miscellaneous director,tt0182576 tt8510382 tt6546758 tt2712740
nm0003116,Anthony C. Ferrante,1969,\N,director writer producer,tt2724064 tt26736385 tt14292086 tt0385560
nm0003117,Ken Wheat,1950,\N,writer producer director,tt1411250 tt0296572 tt0134847 tt0095742
nm0003118,Riccardo Bertoni,1933,2003,casting_department actor casting_director,tt0250797 tt0246894 tt0112864 tt0120685
nm0003119,Steve Cubine,\N,\N,producer production_manager casting_department,tt3261668 tt0407095 tt0204640
nm0003120,Jayson Clute,\N,\N,camera_department director,tt0120903 tt0120338 tt0144117 tt11671006
nm0003121,David Quinn,\N,\N,producer actor,tt0091472 tt0190169 tt0261024 tt1159721
nm0003122,Doyle Smith,\N,\N,camera_department cinematographer miscellaneous,tt0107819 tt0104485 tt0167194 tt0114114
nm0003123,Dolores del Rio,1904,1983,actress soundtrack,tt0036577 tt0019489 tt0024025 tt0022689
nm0003124,Pedro de Cordoba,1881,1950,actor,tt0033405 tt0029284 tt0035279 tt0013750
nm0003125,Katrina Elder,\N,\N,miscellaneous production_manager script_department,tt9682428 tt1745960 tt8749198 tt24577462
nm0003126,Dan Appel,\N,\N,producer director art_department,tt12059644 tt2375230 tt5759314 tt7435402
nm0003127,Ken Pisani,\N,\N,producer writer director,tt1552113 tt3377500 tt4789496 tt3973866
nm0003128,David Jablin,\N,\N,producer director writer,tt0186336 tt0107896 tt0087979 tt0380923
nm0003129,John J. Condne III,\N,\N,producer actor editorial_department,tt0270349 tt1377603 tt1285260 tt1577103
nm0003130,Bernie Abramson,1923,2010,camera_department cinematographer miscellaneous,tt0366711 tt0094138 tt0337626 tt0071053
nm0003131,Jon Kroll,\N,\N,producer writer director,tt0117021 tt0285335 tt13964000 tt0433308
nm0003132,Andre Morgan,\N,\N,producer actor miscellaneous,tt0077594 tt0913968 tt0082136
nm0003133,Jean-Christophe Bouvet,1947,\N,actor writer assistant_director,tt0422720 tt0183869 tt0295721 tt0804540
nm0003134,Gregory Poppen,1963,\N,writer producer director,tt6316786 tt2232446 tt6360492 tt6045844
nm0003135,Victoria Barkoff,\N,\N,actress,tt0103352 tt0120613 tt0190884 tt0425210
nm0003136,Matthew Williams,\N,\N,cinematographer camera_department assistant_director,tt8510382 tt5195114 tt1160313 tt1235836
nm0003137,Daniel J. Lester,\N,\N,costume_department costume_designer,tt1843230 tt1413492 tt0120177 tt1790885
nm0003138,Nicholas Josef von Sternberg,1951,\N,cinematographer camera_department,tt0109545 tt0077409 tt0220767 tt0087523
nm0003139,Ingo Frenzel,1966,\N,composer music_department soundtrack,tt6847874 tt1817209 tt2101473 tt1361825
nm0003140,David Klein,1972,\N,cinematographer camera_department actor,tt4943998 tt1796960 tt13668894 tt8111088
nm0003141,Alan Bennett,1934,\N,actor writer producer,tt0464049 tt0089838 tt3722070 tt0110428
nm0003142,Peter Menne,1960,\N,production_designer art_department art_director,tt0256761 tt0342272 tt0424992 tt1234554
nm0003143,Laura Rosow,\N,\N,editor editorial_department actress,tt0102453 tt0383572 tt0115270 tt0110153
nm0003144,Walter Coblenz,1928,2022,miscellaneous production_manager producer,tt0082648 tt0069806 tt0074119 tt0119695
nm0003145,Paul Barry,\N,\N,assistant_director producer director,tt12593682 tt7888964 tt5463162 tt6806448
nm0003146,Adam Bernardi,1957,\N,editor editorial_department producer,tt0104694 tt0093936 tt0091042 tt0093748
nm0003147,Andrew Deskin,\N,\N,production_designer art_department art_director,tt0116337 tt0087553 tt0109823 tt0468965
nm0003148,Amy E. Duddleston,\N,\N,editor editorial_department transportation_department,tt14586350 tt0102494 tt0298408 tt10155688
nm0003149,Scott Andrew Hutchins,1976,\N,director actor writer,tt0166600 tt0369077 tt0365591 tt0145421
nm0003150,Michael Katleman,1960,\N,producer director assistant_director,tt0787490 tt2402207 tt1267295 tt0772193
nm0003151,Melissa Kent,\N,\N,editor editorial_department director,tt9664078 tt1655441 tt0159097 tt0800325
nm0003152,Sean McGinly,\N,\N,writer director producer,tt0320668 tt0188256 tt7212992 tt0460810
nm0003153,Randy Moore,1949,2023,art_director art_department actor,tt0085636 tt0094761 tt0421715 tt1046173
nm0003154,Juan Carlos Negrete,\N,\N,editor cinematographer,tt0170608 tt0196480 tt0204621 tt1341720
nm0003155,J. Robinson Wheeler,1970,\N,sound_department art_department camera_department,tt0159461 tt3602746 tt0159232 tt0220605
